Employee_ID,Year_of_Joining,MonthofJoining,DayofJoining,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
290,2016,2,25,26839,697814,1,Y,No,21,2,2,80,2,6,3,2,4,1,1,2
291,2020,4,12,35901,861624,8,Y,Yes,5,1,4,80,2,2,1,1,1,1,1,1
292,2010,1,13,28910,57820,0,Y,Yes,9,2,4,80,4,12,1,3,3,3,3,1
293,2011,9,12,38602,887846,5,Y,No,31,2,4,80,3,11,3,4,6,1,4,6
294,2011,3,3,9377,93770,1,Y,No,26,1,1,80,3,11,6,4,7,7,7,6
295,2017,9,11,9473,85257,4,Y,Yes,10,4,1,80,2,5,6,3,4,1,4,3
296,1985,8,17,36121,794662,3,Y,Yes,5,3,1,80,4,37,6,3,24,11,9,5
297,2008,12,17,17699,318582,0,Y,Yes,2,1,3,80,2,14,4,4,7,6,6,3
298,2004,12,10,46448,1300544,6,Y,No,17,2,3,80,4,18,4,1,10,5,2,6
299,2011,9,21,30029,30029,2,Y,No,31,2,4,80,3,11,2,4,10,6,4,8
300,1995,7,18,21575,151025,7,Y,No,2,1,2,80,2,27,1,2,4,2,3,1
301,1987,1,22,45317,770389,1,Y,No,33,3,1,80,3,35,6,1,30,5,19,27
302,1986,3,5,38658,38658,2,Y,No,32,3,4,80,1,36,2,4,31,24,22,30
303,1989,1,21,44892,404028,5,Y,No,39,4,4,80,1,33,2,3,19,3,17,9
304,2008,4,22,42545,1276350,1,Y,No,27,3,3,80,4,14,6,4,6,5,3,4
305,2013,11,13,44681,1161706,0,Y,Yes,42,3,3,80,4,9,2,4,3,3,3,2
306,2014,6,16,41939,964597,0,Y,No,38,2,3,80,3,8,1,4,3,1,3,3
307,1986,4,4,47528,1045616,3,Y,Yes,41,3,4,80,2,36,5,4,14,4,14,2
308,2000,7,11,47172,188688,2,Y,Yes,16,4,4,80,2,22,4,2,1,1,1,1
309,1994,9,19,6646,166150,8,Y,Yes,25,4,2,80,4,28,2,4,17,2,12,10
310,2021,9,28,29260,117040,7,Y,No,34,4,3,80,1,1,6,3,1,1,1,1
311,1987,6,14,23640,236400,6,Y,Yes,17,3,3,80,3,35,5,4,23,3,22,4
312,1997,8,1,42436,169744,8,Y,No,22,1,1,80,1,25,1,1,17,11,2,4
313,1993,6,27,17037,477036,1,Y,No,22,3,2,80,2,29,2,3,2,2,2,2
314,2014,7,24,14851,341573,3,Y,Yes,9,2,4,80,4,8,6,1,8,5,1,2
315,2019,3,13,9761,39044,1,Y,Yes,14,4,2,80,4,3,4,2,2,2,1,1
316,1993,6,22,24622,98488,8,Y,Yes,32,3,2,80,3,29,1,4,1,1,1,1
317,2020,11,5,46492,929840,2,Y,Yes,42,4,1,80,1,2,4,4,1,1,1,1
318,1986,11,5,40922,695674,6,Y,No,19,4,4,80,1,36,2,4,6,4,5,4
319,1997,1,6,14346,344304,1,Y,Yes,5,1,2,80,4,25,5,2,5,5,2,3
320,2015,5,4,22293,245223,4,Y,No,48,1,1,80,1,7,1,4,5,2,2,5
321,2008,2,26,2809,16854,5,Y,Yes,5,3,4,80,2,14,2,2,12,2,2,3
322,2020,12,8,26878,618194,7,Y,No,25,1,2,80,3,2,3,4,1,1,1,1
323,1994,3,21,1370,27400,0,Y,No,8,4,4,80,2,28,2,3,28,17,17,10
324,2019,6,25,1753,43825,1,Y,Yes,26,4,4,80,1,3,1,3,2,2,1,2
325,1984,1,22,45787,961527,6,Y,No,41,2,1,80,1,38,5,4,8,3,3,8
326,2014,7,20,31042,310420,3,Y,No,38,1,4,80,1,8,6,2,4,4,3,2
327,1985,1,20,36419,1092570,3,Y,Yes,24,4,3,80,2,37,2,2,10,1,7,2
328,2014,8,26,35021,140084,2,Y,Yes,39,3,2,80,4,8,4,2,2,1,2,1
329,1985,4,10,14571,189423,5,Y,No,8,1,2,80,1,37,3,3,17,11,3,4
330,2005,10,25,24871,323323,6,Y,No,33,3,3,80,1,17,3,3,5,1,1,4
331,1982,7,8,45282,633948,7,Y,Yes,29,4,2,80,2,40,6,3,13,7,11,9
332,2019,1,27,30297,605940,5,Y,Yes,38,2,1,80,2,3,6,1,3,2,1,1
333,2003,10,22,17495,332405,5,Y,Yes,20,1,4,80,2,19,4,2,12,8,6,2
334,1998,4,24,29675,178050,8,Y,No,25,2,1,80,3,24,4,2,23,13,13,4
335,1994,3,27,35049,806127,5,Y,No,35,2,1,80,3,28,1,2,9,5,2,9
336,2010,2,15,24931,149586,1,Y,Yes,35,1,2,80,2,12,2,3,10,2,2,10
337,2012,12,25,34427,206562,8,Y,No,33,3,2,80,2,10,6,2,7,2,7,7
338,1990,9,16,15836,395900,2,Y,No,0,1,1,80,3,32,3,1,22,15,4,9
339,1984,10,17,27701,692525,2,Y,No,9,2,4,80,1,38,1,1,36,36,17,18
340,2013,8,12,40894,368046,4,Y,No,49,4,2,80,3,9,4,3,3,3,3,3
341,2006,7,24,31611,790275,4,Y,No,0,1,3,80,2,16,4,3,12,3,7,1
342,2015,4,12,14529,406812,6,Y,Yes,23,4,3,80,4,7,1,2,6,4,3,3
343,2009,1,17,6207,155175,8,Y,No,11,4,4,80,3,13,2,3,11,5,6,4
344,1989,1,2,2743,35659,2,Y,No,5,4,2,80,2,33,5,1,11,11,2,10
345,2005,4,28,39012,468144,4,Y,No,36,1,4,80,4,17,5,3,14,8,10,12
346,1990,1,26,41937,1216173,2,Y,Yes,41,2,2,80,1,32,5,2,3,3,1,3
347,1993,4,25,23115,554760,6,Y,No,33,1,1,80,3,29,4,3,13,13,8,7
348,1995,7,16,18091,54273,1,Y,No,8,1,2,80,2,27,6,3,12,2,5,7
349,1997,11,17,40161,722898,7,Y,Yes,45,3,4,80,3,25,3,4,8,1,6,5
350,1982,6,10,35972,107916,4,Y,No,13,1,4,80,3,40,6,2,3,3,3,2
351,2013,5,9,21648,238128,4,Y,Yes,15,1,2,80,2,9,3,1,5,1,1,4
352,2003,10,20,20579,144053,6,Y,No,19,2,2,80,2,19,1,1,13,8,10,2
353,2002,4,12,24494,538868,4,Y,No,8,4,1,80,4,20,4,1,5,4,4,1
354,1991,3,7,5493,32958,0,Y,No,44,2,2,80,3,31,1,2,9,3,2,6
355,2009,4,13,19294,366586,0,Y,Yes,9,3,1,80,4,13,6,2,1,1,1,1
356,1999,12,19,25339,633475,0,Y,Yes,4,4,2,80,3,23,2,3,20,2,6,14
357,1995,3,13,2203,61684,1,Y,No,38,1,3,80,1,27,6,2,12,6,11,8
358,1999,9,7,42026,294182,0,Y,No,35,2,3,80,2,23,1,2,21,16,1,16
359,2008,10,23,3904,62464,1,Y,Yes,21,1,4,80,4,14,1,4,3,2,3,1
360,1988,3,4,46970,1362130,0,Y,No,30,3,2,80,3,34,3,3,32,5,10,4
361,1986,11,3,31572,315720,2,Y,No,44,3,2,80,2,36,2,2,34,24,14,4
362,2012,10,22,43980,967560,3,Y,No,45,3,2,80,3,10,1,1,5,2,2,3
363,2020,6,11,42285,295995,6,Y,No,48,1,3,80,2,2,6,3,1,1,1,1
364,1993,4,9,29998,809946,2,Y,Yes,43,3,3,80,4,29,3,3,24,10,5,21
365,2011,12,11,8826,220650,8,Y,Yes,8,4,2,80,4,11,5,4,11,3,1,10
366,2008,12,6,3369,64011,0,Y,Yes,14,2,3,80,4,14,5,4,4,2,4,2
367,1997,10,6,1292,36176,6,Y,No,44,2,1,80,4,25,5,2,25,21,25,17
368,1992,5,12,41852,711484,0,Y,Yes,42,4,2,80,4,30,3,2,5,1,5,2
369,1985,10,7,20473,614190,6,Y,Yes,24,4,4,80,2,37,5,1,32,28,19,31
370,2002,11,1,5029,40232,7,Y,Yes,1,4,1,80,2,20,5,3,20,19,18,18
371,1988,3,9,31421,722683,0,Y,Yes,35,1,3,80,3,34,6,3,23,1,19,6
372,1983,6,9,28330,56660,0,Y,Yes,23,4,2,80,3,39,3,1,28,13,12,12
373,1993,5,13,8150,236350,7,Y,No,2,4,1,80,1,29,2,2,6,1,6,3
374,2013,2,12,38337,805077,8,Y,Yes,34,1,1,80,3,9,5,4,2,2,1,1
375,2001,12,16,12908,51632,8,Y,No,9,1,3,80,4,21,5,3,1,1,1,1
376,1984,1,19,31568,852336,2,Y,Yes,38,1,1,80,2,38,5,4,25,2,15,8
377,2010,11,12,45960,1378800,5,Y,Yes,33,1,4,80,3,12,1,4,7,2,7,7
378,1984,4,25,21429,171432,1,Y,Yes,19,4,2,80,4,38,1,1,19,8,3,10
379,2019,1,10,14314,28628,7,Y,No,7,2,2,80,2,3,4,4,1,1,1,1
380,1993,8,9,20508,492192,4,Y,Yes,8,1,1,80,2,29,5,1,14,12,11,5
381,2004,2,6,30326,909780,2,Y,Yes,13,3,1,80,1,18,4,1,1,1,1,1
382,2017,4,15,37920,530880,8,Y,No,16,4,4,80,2,5,5,2,4,1,4,4
383,2000,4,15,13630,40890,4,Y,No,33,3,2,80,4,22,1,1,18,14,15,4
384,2006,8,21,33868,440284,1,Y,No,6,4,4,80,1,16,4,2,11,7,8,6
385,1998,6,2,32325,355575,3,Y,No,38,4,4,80,4,24,2,4,12,7,9,4
386,1990,1,8,36123,794706,2,Y,No,27,4,1,80,2,32,1,1,22,2,14,19
387,1991,6,25,31858,159290,5,Y,Yes,27,4,3,80,2,31,2,4,4,3,2,1
388,2002,4,7,35609,925834,8,Y,No,2,4,1,80,2,20,2,4,5,4,1,4
389,1998,7,14,12537,62685,7,Y,No,3,2,4,80,2,24,1,4,19,3,17,14
390,2009,12,4,40766,122298,0,Y,No,41,3,1,80,4,13,3,1,1,1,1,1
391,1994,2,2,29116,727900,6,Y,No,44,4,2,80,1,28,2,3,22,12,2,12
392,2021,12,5,32906,625214,6,Y,Yes,14,1,3,80,1,1,6,1,1,1,1,1
393,1989,10,15,48389,677446,4,Y,Yes,15,1,4,80,1,33,4,1,31,30,25,9
394,2008,4,22,27213,353769,1,Y,No,0,4,3,80,1,14,2,3,11,11,11,4
395,2014,4,24,13227,330675,3,Y,No,6,3,1,80,4,8,4,3,8,3,8,7
396,2007,2,28,6615,152145,1,Y,Yes,28,2,1,80,3,15,1,2,11,6,10,10
397,2005,9,17,23997,623922,1,Y,Yes,27,4,4,80,3,17,2,4,8,1,2,6
398,2019,9,14,8179,106327,2,Y,No,23,3,1,80,3,3,3,3,3,3,2,1
399,1984,6,5,10809,237798,1,Y,No,8,2,3,80,1,38,4,2,31,15,26,30
400,1984,6,10,4243,55159,4,Y,No,31,1,3,80,2,38,5,2,19,2,10,3
401,1988,8,15,32509,487635,5,Y,No,20,1,3,80,2,34,1,3,33,17,27,30
402,1994,3,28,32955,593190,6,Y,No,39,4,2,80,3,28,5,2,26,1,19,19
403,2001,1,4,50877,1526310,0,Y,No,36,2,3,80,3,21,5,3,7,1,7,2
404,2001,6,26,45417,454170,4,Y,Yes,49,4,2,80,3,21,3,1,14,4,2,10
405,1991,6,4,40951,1228530,7,Y,No,12,3,3,80,3,31,1,2,17,3,13,10
406,2015,1,26,49119,687666,3,Y,No,40,4,1,80,4,7,1,3,4,4,3,4
407,1987,4,8,10929,54645,8,Y,Yes,5,4,2,80,2,35,2,2,22,17,3,21
408,2013,2,3,39849,996225,1,Y,Yes,7,1,4,80,3,9,3,3,5,2,3,5
409,1984,4,10,17569,509501,8,Y,Yes,17,1,1,80,4,38,3,2,11,6,1,6
410,2017,3,18,26762,240858,1,Y,Yes,40,1,2,80,4,5,4,3,5,4,5,4
411,2021,2,2,25545,280995,0,Y,Yes,4,2,1,80,3,1,2,4,1,1,1,1
412,1996,6,9,17810,35620,4,Y,No,43,3,1,80,3,26,3,3,13,4,11,2
413,1995,9,2,21675,368475,3,Y,No,28,4,1,80,3,27,6,1,4,2,4,2
414,2013,2,5,45202,994444,7,Y,No,1,1,1,80,2,9,5,4,5,3,1,2
415,1983,11,26,7479,216891,3,Y,No,4,2,1,80,2,39,6,1,18,6,14,10
416,2015,4,23,23096,230960,6,Y,Yes,44,3,2,80,1,7,5,3,4,3,1,3
417,2012,8,15,5988,47904,6,Y,Yes,2,1,4,80,1,10,4,1,7,2,4,1
418,1999,6,23,42204,1266120,4,Y,No,20,4,3,80,2,23,1,1,2,2,1,2
419,1988,8,7,31251,687522,2,Y,Yes,27,2,4,80,4,34,1,4,1,1,1,1
420,1998,10,28,18497,443928,4,Y,Yes,33,2,1,80,2,24,1,1,20,8,14,9
421,1990,12,12,31477,157385,5,Y,No,15,1,1,80,4,32,3,2,24,16,4,20
422,2005,1,2,25700,25700,0,Y,Yes,28,4,1,80,1,17,5,3,2,2,1,1
423,2009,9,4,29243,789561,3,Y,Yes,35,1,3,80,2,13,6,2,6,2,6,1
424,1983,8,9,3766,48958,0,Y,No,27,2,2,80,3,39,2,1,26,17,24,3
425,2009,6,26,44712,89424,3,Y,Yes,26,3,1,80,2,13,3,3,7,3,5,7
426,2013,1,17,48007,192028,1,Y,Yes,48,1,1,80,3,9,2,3,8,2,6,2
427,2007,11,1,50294,1056174,4,Y,Yes,21,4,2,80,4,15,5,4,11,7,9,11
428,1993,9,8,46086,184344,0,Y,Yes,5,4,2,80,4,29,6,1,22,16,21,9
429,1983,1,16,17696,230048,8,Y,Yes,7,2,4,80,1,39,4,2,24,21,17,6
430,1990,2,13,42543,935946,3,Y,No,27,2,4,80,2,32,2,4,5,2,1,4
431,2021,2,25,30788,153940,8,Y,Yes,20,4,1,80,3,1,3,4,1,1,1,1
432,2018,7,3,23044,115220,5,Y,No,39,2,4,80,1,4,3,1,3,1,2,1
433,1997,2,26,50221,1355967,0,Y,Yes,26,4,3,80,4,25,2,1,25,3,23,24
434,1985,9,6,23051,299663,3,Y,No,13,3,2,80,2,37,1,3,6,1,4,1
435,1993,4,9,28254,28254,0,Y,No,28,2,2,80,4,29,2,4,20,14,20,7
436,1999,10,26,28092,758484,1,Y,Yes,37,2,4,80,2,23,6,2,12,1,11,9
437,1997,7,9,34702,624636,2,Y,Yes,8,1,2,80,4,25,4,1,8,6,6,8
438,1984,9,2,45314,498454,5,Y,No,14,3,4,80,4,38,1,2,24,23,10,18
439,1996,11,4,17458,506282,8,Y,Yes,40,2,3,80,2,26,3,3,23,1,5,2
440,1987,12,27,38523,693414,7,Y,No,47,2,1,80,1,35,3,2,30,25,2,14
441,1984,7,15,33527,536432,5,Y,No,44,4,2,80,1,38,5,3,5,3,2,3
442,1990,2,7,31376,564768,4,Y,Yes,2,4,3,80,2,32,5,1,23,5,4,19
443,2008,1,19,48995,244975,8,Y,No,41,2,3,80,1,14,5,1,7,2,6,2
444,2017,3,4,45935,964635,4,Y,Yes,26,2,4,80,4,5,3,3,5,2,1,5
445,2008,7,17,18896,18896,0,Y,Yes,18,1,1,80,1,14,1,4,3,3,1,3
446,2010,2,27,6256,12512,8,Y,Yes,41,2,4,80,1,12,2,2,4,1,4,4
447,1990,11,21,20384,591136,1,Y,No,17,4,2,80,4,32,4,2,22,19,13,3
448,1982,9,18,49203,393624,3,Y,Yes,20,3,4,80,4,40,6,4,12,1,8,2
449,2020,1,14,25170,528570,5,Y,No,2,2,1,80,1,2,5,1,2,2,1,1
450,1998,9,4,47175,849150,1,Y,Yes,24,3,3,80,4,24,4,4,1,1,1,1
451,2005,1,17,9660,241500,5,Y,Yes,28,1,2,80,4,17,4,3,9,7,8,5
452,2001,4,9,9943,139202,8,Y,No,7,2,3,80,4,21,4,3,2,2,1,1
453,2007,11,28,13711,233087,1,Y,Yes,3,2,2,80,4,15,1,3,14,6,6,7
454,1988,5,12,45266,226330,7,Y,No,20,2,2,80,2,34,3,3,7,2,6,3
455,1998,3,28,21472,429440,0,Y,Yes,37,3,1,80,4,24,5,2,9,8,7,9
456,1986,9,3,20488,450736,1,Y,No,4,4,2,80,4,36,6,3,16,13,4,4
457,1982,3,12,50226,602712,4,Y,No,32,3,1,80,1,40,1,1,25,18,6,1
458,2010,10,25,29799,387387,6,Y,Yes,37,1,1,80,2,12,6,1,3,3,2,2
459,2008,9,23,45674,456740,5,Y,Yes,9,4,1,80,1,14,3,4,2,2,1,1
460,2002,7,4,34349,824376,0,Y,No,33,2,4,80,4,20,5,2,9,8,1,4
461,2019,9,26,44611,312277,2,Y,Yes,27,4,3,80,3,3,5,4,3,3,1,1
462,2003,3,17,4897,88146,8,Y,Yes,47,1,2,80,3,19,4,1,2,1,2,2
463,2014,7,5,28415,170490,2,Y,Yes,21,1,1,80,2,8,2,2,1,1,1,1
464,2006,1,1,9190,36760,3,Y,No,3,2,2,80,4,16,5,1,11,7,9,6
465,1989,9,21,3297,39564,3,Y,No,47,1,3,80,2,33,2,1,33,18,6,7
466,1997,9,21,48755,633815,8,Y,No,21,4,2,80,2,25,2,3,8,1,4,4
467,2007,9,13,5742,51678,4,Y,No,29,2,2,80,1,15,4,3,8,5,8,4
468,1989,1,10,12293,233567,5,Y,No,49,4,2,80,1,33,1,4,24,12,5,17
469,2005,7,22,44090,705440,0,Y,No,22,1,2,80,4,17,5,3,17,4,9,7
470,2001,9,21,25360,355040,4,Y,Yes,30,1,3,80,1,21,6,4,19,10,12,15
471,2012,6,24,49684,745260,1,Y,No,6,2,1,80,2,10,4,3,1,1,1,1
472,2016,1,2,38527,616432,1,Y,No,46,1,1,80,4,6,5,1,4,1,2,2
473,1985,6,21,23519,635013,1,Y,No,17,4,3,80,3,37,4,1,3,3,3,1
474,2005,8,4,8706,200238,4,Y,No,4,3,3,80,4,17,3,3,14,11,1,14
475,1984,7,17,26852,778708,0,Y,Yes,34,2,4,80,3,38,6,4,36,20,33,21
476,1987,12,28,40820,734760,0,Y,No,16,4,2,80,2,35,6,3,8,4,3,5
477,1998,10,24,26676,80028,1,Y,No,13,1,3,80,2,24,6,1,16,10,1,10
478,2010,6,10,19520,292800,8,Y,Yes,10,1,2,80,4,12,2,4,5,4,4,5
479,2006,7,13,19531,585930,8,Y,No,17,2,2,80,1,16,2,1,13,6,11,4
480,2018,1,28,23124,393108,2,Y,No,18,2,4,80,3,4,4,1,3,3,3,2
481,2000,4,1,19561,508586,5,Y,Yes,44,3,2,80,2,22,6,1,21,9,7,13
482,2009,8,27,24472,73416,1,Y,Yes,36,1,2,80,3,13,2,3,4,4,1,3
483,2009,3,25,9273,241098,2,Y,Yes,46,1,3,80,1,13,2,1,5,5,5,4
484,2020,9,12,45884,1009448,0,Y,Yes,35,3,1,80,1,2,4,3,1,1,1,1
485,2006,2,16,13926,83556,4,Y,No,48,2,3,80,4,16,4,3,12,9,7,7
486,1999,5,11,47900,814300,0,Y,No,41,1,1,80,4,23,4,4,11,7,8,3
487,1988,8,26,22991,114955,8,Y,No,40,3,3,80,4,34,1,2,29,16,10,22
488,2021,4,13,44009,1188243,0,Y,Yes,32,3,1,80,3,1,2,2,1,1,1,1
489,2005,2,25,44619,847761,1,Y,No,37,4,1,80,1,17,4,4,6,6,5,6
490,2018,12,6,46027,1242729,8,Y,No,15,4,1,80,4,4,4,2,3,1,2,2
491,2021,5,26,41554,207770,1,Y,No,37,3,4,80,1,1,4,3,1,1,1,1
492,2005,12,20,7341,139479,8,Y,Yes,25,2,4,80,3,17,3,1,3,2,1,3
493,1992,6,12,9428,9428,7,Y,No,18,2,3,80,4,30,2,2,28,10,20,12
494,2020,5,16,43679,174716,7,Y,No,9,4,4,80,4,2,3,1,2,2,2,2
495,1990,11,7,20879,480217,0,Y,No,4,3,3,80,4,32,1,2,4,2,1,2
496,2018,5,15,23620,448780,7,Y,Yes,7,2,4,80,2,4,2,1,2,2,2,1
497,2020,12,14,21424,171392,7,Y,No,37,2,4,80,1,2,3,3,2,2,2,2
498,2012,11,20,33505,100515,5,Y,No,12,1,2,80,2,10,5,3,1,1,1,1
499,2011,12,18,25527,204216,0,Y,Yes,6,4,2,80,4,11,4,1,7,4,6,5
500,2020,10,13,33957,373527,3,Y,No,46,2,3,80,1,2,4,3,2,1,2,2
501,2013,7,1,23803,357045,8,Y,No,31,3,2,80,3,9,6,3,2,1,1,1
502,1987,10,9,37692,1017684,6,Y,Yes,11,1,3,80,3,35,5,1,16,16,12,12
503,1983,9,26,24792,495840,4,Y,No,46,1,2,80,2,39,4,3,17,11,8,4
504,2013,2,18,50800,1473200,2,Y,Yes,38,3,3,80,1,9,6,2,5,2,4,5
505,2005,7,12,17235,155115,8,Y,No,42,1,3,80,1,17,1,1,3,2,3,2
506,2003,7,4,32192,418496,2,Y,Yes,45,2,4,80,2,19,1,3,16,6,7,9
507,1996,8,15,1303,9121,1,Y,No,2,4,4,80,3,26,1,1,6,1,1,3
508,1997,8,17,38403,691254,5,Y,No,24,2,4,80,4,25,5,2,19,14,3,7
509,2001,9,10,49703,795248,4,Y,Yes,44,2,1,80,3,21,6,4,2,1,1,1
510,2014,12,27,33430,167150,4,Y,No,32,4,4,80,2,8,5,4,8,6,8,5
511,2018,12,2,22108,66324,7,Y,Yes,44,2,4,80,1,4,5,2,1,1,1,1
512,1994,3,16,5797,104346,1,Y,Yes,25,3,1,80,3,28,6,2,22,18,9,5
513,2006,8,9,18846,565380,8,Y,No,33,4,2,80,1,16,3,3,2,2,2,2
514,2013,9,9,47533,142599,0,Y,Yes,5,3,4,80,2,9,4,1,5,3,2,2
515,2005,8,2,22277,267324,8,Y,No,49,1,3,80,2,17,5,3,8,4,7,8
516,1986,1,7,12256,147072,0,Y,Yes,28,4,4,80,4,36,6,1,4,2,3,1
517,1982,12,9,36809,736180,4,Y,No,30,3,3,80,2,40,4,1,33,6,8,16
518,2000,4,2,32041,288369,3,Y,No,14,1,1,80,4,22,1,4,3,3,1,3
519,2005,1,9,50987,458883,0,Y,No,39,4,3,80,2,17,4,4,4,2,1,3
520,1998,3,6,35267,246869,5,Y,No,47,2,4,80,1,24,4,2,9,2,6,3
521,2015,5,17,7579,227370,5,Y,No,46,2,3,80,3,7,3,2,6,1,5,4
522,2020,5,5,20129,100645,0,Y,No,31,4,1,80,4,2,2,3,2,1,1,2
523,2014,5,20,30122,632562,0,Y,No,23,2,3,80,3,8,2,3,1,1,1,1
524,2014,12,17,50999,764985,0,Y,Yes,41,2,4,80,1,8,5,1,3,3,2,3
525,2016,12,22,16836,252540,5,Y,No,8,1,4,80,1,6,6,4,2,2,2,1
526,2002,10,15,7328,95264,5,Y,Yes,34,1,1,80,1,20,5,2,14,12,1,5
527,2014,12,4,25367,684909,5,Y,No,11,1,3,80,1,8,5,4,4,2,2,1
528,2006,2,7,27272,27272,6,Y,No,38,1,3,80,1,16,1,4,8,1,2,3
529,1986,8,20,34289,720069,8,Y,No,0,2,3,80,4,36,1,2,1,1,1,1
530,2011,7,5,50737,101474,5,Y,No,34,1,4,80,2,11,3,3,1,1,1,1
531,2011,11,2,29796,387348,3,Y,Yes,27,4,4,80,1,11,3,1,9,9,6,5
532,1985,10,11,29022,812616,7,Y,No,38,3,2,80,1,37,3,3,30,19,10,10
533,2017,2,12,28528,171168,7,Y,No,17,3,3,80,1,5,2,1,2,2,1,2
534,1983,8,28,30750,676500,8,Y,Yes,32,4,2,80,1,39,4,2,18,16,4,7
535,2014,4,3,9972,149580,1,Y,Yes,1,1,4,80,3,8,2,2,3,1,3,3
536,2009,2,5,36278,326502,0,Y,No,10,3,4,80,4,13,1,4,9,6,2,1
537,2018,7,18,44362,1286498,1,Y,Yes,23,1,2,80,1,4,2,3,2,1,1,2
538,2004,10,8,25270,126350,0,Y,No,23,1,2,80,3,18,1,1,7,1,1,5
539,2011,3,7,14536,188968,5,Y,No,11,2,3,80,2,11,4,2,1,1,1,1
540,2018,2,28,24621,393936,4,Y,No,12,3,1,80,1,4,4,4,4,4,1,1
541,2015,8,7,42663,1279890,8,Y,Yes,39,4,2,80,3,7,6,4,1,1,1,1
542,1984,8,7,46426,139278,4,Y,No,30,2,2,80,2,38,6,1,1,1,1,1
543,2012,12,26,45304,317128,0,Y,Yes,41,3,3,80,4,10,2,1,8,6,4,1
544,1982,11,16,8161,179542,0,Y,Yes,27,3,4,80,1,40,3,3,15,13,2,13
545,2016,10,4,2714,24426,0,Y,No,22,3,2,80,1,6,3,3,2,1,2,1
546,1992,9,2,39796,238776,7,Y,No,30,4,4,80,4,30,2,1,7,1,2,6
547,2000,4,10,40859,980616,0,Y,Yes,4,2,2,80,2,22,2,4,9,7,7,9
548,1992,8,8,44998,449980,4,Y,Yes,47,1,4,80,2,30,3,2,22,3,6,9
549,2013,2,11,37048,852104,7,Y,Yes,27,1,1,80,4,9,6,4,6,1,2,1
550,1991,11,3,46125,691875,6,Y,No,12,4,4,80,1,31,1,2,8,1,6,2
551,1996,1,5,22647,45294,5,Y,No,24,2,3,80,4,26,3,1,18,11,9,7
552,1990,10,20,5200,15600,7,Y,No,35,4,1,80,1,32,2,4,10,10,1,3
553,1987,2,18,18794,413468,2,Y,Yes,13,2,1,80,2,35,4,3,29,27,5,14
554,1997,2,4,25542,613008,3,Y,No,33,3,1,80,4,25,1,4,12,8,11,1
555,1992,4,28,3566,42792,6,Y,No,35,3,1,80,3,30,2,1,7,4,4,3
556,2000,12,11,1262,7572,6,Y,Yes,41,2,3,80,2,22,4,4,6,2,5,4
557,2009,6,17,21521,258252,3,Y,Yes,28,1,1,80,1,13,4,4,3,3,2,2
558,1990,12,26,44279,752743,0,Y,No,47,2,4,80,3,32,6,4,21,3,11,18
559,1994,1,14,9066,135990,8,Y,Yes,34,4,1,80,2,28,2,1,10,6,5,5
560,2001,9,8,31082,652722,1,Y,Yes,32,1,2,80,3,21,5,3,4,3,3,4
561,1983,1,14,21581,604268,8,Y,No,43,1,1,80,4,39,2,3,4,1,4,4
562,2014,4,13,23890,692810,1,Y,No,36,2,4,80,1,8,4,1,8,7,7,6
563,2013,1,2,10738,75166,8,Y,Yes,8,3,3,80,3,9,4,4,7,5,4,2
564,2014,1,25,33426,200556,3,Y,No,37,3,4,80,3,8,3,3,5,5,3,1
565,2014,11,23,12953,142483,5,Y,No,8,3,1,80,1,8,1,4,8,4,4,8
566,1990,8,27,2971,5942,8,Y,No,14,1,2,80,4,32,3,3,1,1,1,1
567,2011,1,15,22410,649890,2,Y,No,14,1,2,80,2,11,4,1,11,4,5,1
568,1994,5,23,5899,141576,4,Y,No,47,4,2,80,4,28,6,4,26,12,22,5
569,2002,3,9,34587,69174,2,Y,No,15,4,3,80,3,20,4,3,16,10,8,7
570,1991,6,22,11377,204786,1,Y,No,37,1,4,80,2,31,3,3,4,4,1,4
571,1994,11,9,8738,262140,2,Y,Yes,28,2,3,80,1,28,6,1,11,6,8,6
572,1982,10,21,35412,212472,3,Y,Yes,41,3,1,80,2,40,3,4,2,2,1,1
573,1995,4,3,10246,81968,2,Y,Yes,28,1,2,80,2,27,5,4,1,1,1,1
574,2000,12,26,6943,97202,4,Y,Yes,26,1,2,80,4,22,5,3,20,3,5,11
575,2014,7,28,6304,63040,4,Y,No,0,2,4,80,4,8,4,2,2,2,2,1
576,2012,1,8,41152,288064,0,Y,Yes,10,1,4,80,3,10,3,3,4,1,2,4
577,2005,2,1,50852,1525560,2,Y,Yes,18,1,3,80,3,17,1,1,9,7,3,6
578,2006,3,11,24698,740940,6,Y,No,8,1,1,80,1,16,6,2,4,3,4,1
579,2000,11,4,7208,136952,2,Y,No,28,3,1,80,1,22,4,2,3,3,3,2
580,2008,4,6,30048,330528,8,Y,Yes,3,1,4,80,3,14,1,3,9,7,8,7
581,2014,1,13,19331,115986,4,Y,No,19,1,2,80,3,8,2,4,7,6,4,7
582,2014,9,7,38591,270137,4,Y,No,9,1,1,80,3,8,6,2,1,1,1,1
583,1987,6,7,5159,67067,4,Y,No,39,1,3,80,2,35,3,3,21,7,3,2
